index,id,assembly_uid,assembly_accession,organism,url,file,md5
259,refseq-NZ-1182678-PRJNA224116-SAMN00854630-GCF_000408445.1-.-Escherichia_coli_KTE71.fna,702768,GCF_000408445.1,Escherichia coli KTE71 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/408/445/GCF_000408445.1_Esch_coli_KTE71_V1/GCF_000408445.1_Esch_coli_KTE71_V1_genomic.fna.gz,GCF_000408445.1.fasta.gz,0cba98d28f4998d3f28e6689c0e12b6f
260,refseq-NZ-1182680-PRJNA224116-SAMN00854632-GCF_000408465.1-.-Escherichia_coli_KTE73.fna,702788,GCF_000408465.1,Escherichia coli KTE73 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/408/465/GCF_000408465.1_Esch_coli_KTE73_V1/GCF_000408465.1_Esch_coli_KTE73_V1_genomic.fna.gz,GCF_000408465.1.fasta.gz,b8480be54371996eec9c32cd9c34a0b8
261,refseq-NZ-1182686-PRJNA224116-SAMN00854638-GCF_000352445.1-.-Escherichia_coli_KTE79.fna,577408,GCF_000352445.1,Escherichia coli KTE79 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/352/445/GCF_000352445.1_Esch_coli_KTE79_V1/GCF_000352445.1_Esch_coli_KTE79_V1_genomic.fna.gz,GCF_000352445.1.fasta.gz,44542c3e92a1499d1caea196f1c2295d
262,refseq-NZ-1182691-PRJNA224116-SAMN00854643-GCF_000351805.1-.-Escherichia_coli_KTE86.fna,576768,GCF_000351805.1,Escherichia coli KTE86 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/351/805/GCF_000351805.1_Esch_coli_KTE86_V1/GCF_000351805.1_Esch_coli_KTE86_V1_genomic.fna.gz,GCF_000351805.1.fasta.gz,b8a1ce632d0d3c66e1dd1ee10d2e171d
263,refseq-NZ-1182693-PRJNA224116-SAMN00854645-GCF_000408505.1-.-Escherichia_coli_KTE89.fna,702828,GCF_000408505.1,Escherichia coli KTE89 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/408/505/GCF_000408505.1_Esch_coli_KTE89_V1/GCF_000408505.1_Esch_coli_KTE89_V1_genomic.fna.gz,GCF_000408505.1.fasta.gz,22a068680563f69073947951c024ce88
264,refseq-NZ-1182699-PRJNA224116-SAMN00854651-GCF_000408565.1-.-Escherichia_coli_KTE100.fna,702888,GCF_000408565.1,Escherichia coli KTE100 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/408/565/GCF_000408565.1_Esch_coli_KTE100_V1/GCF_000408565.1_Esch_coli_KTE100_V1_genomic.fna.gz,GCF_000408565.1.fasta.gz,51b9c4327326fd59804973a84082225e
265,refseq-NZ-1182707-PRJNA224116-SAMN00854659-GCF_000352525.1-.-Escherichia_coli_KTE115.fna,577488,GCF_000352525.1,Escherichia coli KTE115 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/352/525/GCF_000352525.1_Esch_coli_KTE115_V1/GCF_000352525.1_Esch_coli_KTE115_V1_genomic.fna.gz,GCF_000352525.1.fasta.gz,1fa524fc4fd8c44d4cddcc7f0a3f366f
266,refseq-NZ-1182711-PRJNA224116-SAMN00854663-GCF_000408665.1-.-Escherichia_coli_KTE121.fna,702988,GCF_000408665.1,Escherichia coli KTE121 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/408/665/GCF_000408665.1_Esch_coli_KTE121_V1/GCF_000408665.1_Esch_coli_KTE121_V1_genomic.fna.gz,GCF_000408665.1.fasta.gz,5e2ed5d1f2db9d3d070bf69c048dab1a
267,refseq-NZ-1182715-PRJNA224116-SAMN00854667-GCF_000408725.1-.-Escherichia_coli_KTE130.fna,703048,GCF_000408725.1,Escherichia coli KTE130 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/408/725/GCF_000408725.1_Esch_coli_KTE130_V1/GCF_000408725.1_Esch_coli_KTE130_V1_genomic.fna.gz,GCF_000408725.1.fasta.gz,16896ecbbe6b66695ec42bf16e5f2a0a
268,refseq-NZ-1182721-PRJNA224116-SAMN00854673-GCF_000352645.1-.-Escherichia_coli_KTE141.fna,577608,GCF_000352645.1,Escherichia coli KTE141 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/352/645/GCF_000352645.1_Esch_coli_KTE141_V1/GCF_000352645.1_Esch_coli_KTE141_V1_genomic.fna.gz,GCF_000352645.1.fasta.gz,a92357a56b35f4d27f3152b0c5964646
269,refseq-NZ-1182723-PRJNA224116-SAMN00854675-GCF_000351945.1-.-Escherichia_coli_KTE143.fna,576908,GCF_000351945.1,Escherichia coli KTE143 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/351/945/GCF_000351945.1_Esch_coli_KTE143_V1/GCF_000351945.1_Esch_coli_KTE143_V1_genomic.fna.gz,GCF_000351945.1.fasta.gz,499c3b2a2664ab978cdb1b44537fa574
270,refseq-NZ-1182724-PRJNA224116-SAMN00854676-GCF_000352665.1-.-Escherichia_coli_KTE144.fna,577628,GCF_000352665.1,Escherichia coli KTE144 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/352/665/GCF_000352665.1_Esch_coli_KTE144_V1/GCF_000352665.1_Esch_coli_KTE144_V1_genomic.fna.gz,GCF_000352665.1.fasta.gz,f16909f59e17403ac0a3392fa974bc3e
271,refseq-NZ-1182735-PRJNA224116-SAMN00854687-GCF_000352765.1-.-Escherichia_coli_KTE165.fna,577728,GCF_000352765.1,Escherichia coli KTE165 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/352/765/GCF_000352765.1_Esch_coli_KTE165_V1/GCF_000352765.1_Esch_coli_KTE165_V1_genomic.fna.gz,GCF_000352765.1.fasta.gz,6bf7748e403c97d9753879e31db5ce2b
272,refseq-NZ-1182738-PRJNA224116-SAMN00854690-GCF_000352045.1-.-Escherichia_coli_KTE171.fna,577008,GCF_000352045.1,Escherichia coli KTE171 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/352/045/GCF_000352045.1_Esch_coli_KTE171_V1/GCF_000352045.1_Esch_coli_KTE171_V1_genomic.fna.gz,GCF_000352045.1.fasta.gz,07056b90aa1e8cf751eac874d412629f
273,refseq-NZ-1227814-PRJNA189394-SAMN02471328-NZ_AOGM-.-Escherichia_coli_O08.fna,548498,GCF_000340235.1,Escherichia coli O08 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/235/GCF_000340235.1_O8/GCF_000340235.1_O8_genomic.fna.gz,GCF_000340235.1.fasta.gz,89e3021db418dbea1dc68cc52997c9bf
274,refseq-NZ-1240762-PRJNA224116-SAMN02596889-GCF_000319955.1-.-Escherichia_coli_O104_H4_str._Ec11_4986.fna,514038,GCF_000319955.1,Escherichia coli O104:H4 str. Ec11-4986 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/955/GCF_000319955.1_Esch_coli_Ec11-4986_V1/GCF_000319955.1_Esch_coli_Ec11-4986_V1_genomic.fna.gz,GCF_000319955.1.fasta.gz,153fc59518ce9d76e3b75b177677cee6
275,refseq-NZ-1240775-PRJNA183788-SAMN02596932-NZ_AMVY-.-Escherichia_coli_O104_H4_str._11_03439.fna,514448,GCF_000320135.1,Escherichia coli O104:H4 str. 11-03439 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/135/GCF_000320135.1_Esch_coli_11-03439_V1/GCF_000320135.1_Esch_coli_11-03439_V1_genomic.fna.gz,GCF_000320135.1.fasta.gz,22896322cec7d64a8a0adbe442a8bc95
276,refseq-NZ-1240776-PRJNA183789-SAMN02596933-NZ_AMVZ-.-Escherichia_coli_O104_H4_str._11_04080.fna,514468,GCF_000320175.1,Escherichia coli O104:H4 str. 11-04080 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/175/GCF_000320175.1_Esch_coli_11-04080_V1/GCF_000320175.1_Esch_coli_11-04080_V1_genomic.fna.gz,GCF_000320175.1.fasta.gz,e9b94d89128dc1a72e6b66b1968bcf80
277,refseq-NZ-1240778-PRJNA224116-SAMN02596913-GCF_000320255.1-.-Escherichia_coli_O104_H4_str._Ec12_0465.fna,514218,GCF_000320255.1,Escherichia coli O104:H4 str. Ec12-0465 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/255/GCF_000320255.1_Esch_coli_Ec12-0465_V1/GCF_000320255.1_Esch_coli_Ec12-0465_V1_genomic.fna.gz,GCF_000320255.1.fasta.gz,ec51c43c2891ab3e87dbb850ffd114c8
278,refseq-NZ-1248823-PRJNA224116-SAMN03081527-GCF_000671295.1-.-Escherichia_coli_O145_H28_str._RM12581.fna,168651,GCF_000671295.1,Escherichia coli O145:H28 str. RM12581 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/671/295/GCF_000671295.1_ASM67129v1/GCF_000671295.1_ASM67129v1_genomic.fna.gz,GCF_000671295.1.fasta.gz,d6a5b189b39adff27525ddc1857f6d61
279,refseq-NZ-1248915-PRJNA224116-SAMN02641384-GCF_000520055.1-.-Escherichia_coli_O145_H28_str._RM13516.fna,92711,GCF_000520055.1,Escherichia coli O145:H28 str. RM13516 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/055/GCF_000520055.1_ASM52005v1/GCF_000520055.1_ASM52005v1_genomic.fna.gz,GCF_000520055.1.fasta.gz,4e3d8d99ae8f93927d403691052884b9
281,refseq-NZ-1268976-PRJNA224116-SAMN02436745-GCF_000485635.1-.-Escherichia_coli_113290.fna,73261,GCF_000485635.1,Escherichia coli 113290 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/485/635/GCF_000485635.1_ASM48563v1/GCF_000485635.1_ASM48563v1_genomic.fna.gz,GCF_000485635.1.fasta.gz,862236ef7f4769dd2d1b50b106c53d37
282,refseq-NZ-1268989-PRJNA224116-SAMN02436742-GCF_000488455.1-.-Escherichia_coli_907889.fna,75821,GCF_000488455.1,Escherichia coli 907889 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/488/455/GCF_000488455.1_ASM48845v1/GCF_000488455.1_ASM48845v1_genomic.fna.gz,GCF_000488455.1.fasta.gz,9593743c9b12876c6fb7623afd6162d4
283,refseq-NZ-1268991-PRJNA224116-SAMN02436868-GCF_000488495.1-.-Escherichia_coli_908519.fna,75841,GCF_000488495.1,Escherichia coli 908519 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/488/495/GCF_000488495.1_ASM48849v1/GCF_000488495.1_ASM48849v1_genomic.fna.gz,GCF_000488495.1.fasta.gz,85ac48c4508040e7d4fa595664b25ddc
284,refseq-NZ-1268994-PRJNA224116-SAMN02436731-GCF_000488555.1-.-Escherichia_coli_908524.fna,75871,GCF_000488555.1,Escherichia coli 908524 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/488/555/GCF_000488555.1_ASM48855v1/GCF_000488555.1_ASM48855v1_genomic.fna.gz,GCF_000488555.1.fasta.gz,1fea565aeb0875c6bbaf4a6b29b7d8ab
285,refseq-NZ-1280961-PRJNA224116-SAMN01885673-GCF_000456105.1-.-Escherichia_coli_HVH_6_3_8296502_.fna,54201,GCF_000456105.1,Escherichia coli HVH 6 (3-8296502) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/456/105/GCF_000456105.1_Esch_coli_HVH_6_3-8296502_V1/GCF_000456105.1_Esch_coli_HVH_6_3-8296502_V1_genomic.fna.gz,GCF_000456105.1.fasta.gz,033c39fec3be3e7ae8b83dd22cf7c8b2
286,refseq-NZ-1280962-PRJNA224116-SAMN01885674-GCF_000456125.1-.-Escherichia_coli_HVH_7_4_7315031_.fna,54211,GCF_000456125.1,Escherichia coli HVH 7 (4-7315031) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/456/125/GCF_000456125.1_Esch_coli_HVH_7_4-7315031_V1/GCF_000456125.1_Esch_coli_HVH_7_4-7315031_V1_genomic.fna.gz,GCF_000456125.1.fasta.gz,d7cb9f830280cad66aade91510fa5221
287,refseq-NZ-1280970-PRJNA224116-SAMN01885682-GCF_000456265.1-.-Escherichia_coli_HVH_19_4_7154984_.fna,54281,GCF_000456265.1,Escherichia coli HVH 19 (4-7154984) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/456/265/GCF_000456265.1_Esch_coli_HVH_19_4-7154984_V1/GCF_000456265.1_Esch_coli_HVH_19_4-7154984_V1_genomic.fna.gz,GCF_000456265.1.fasta.gz,e08ee7f6621dae379477ceb28fc2a72b
288,refseq-NZ-1280974-PRJNA224116-SAMN01885686-GCF_000507605.1-.-Escherichia_coli_HVH_23_4_6066488_.fna,86591,GCF_000507605.1,Escherichia coli HVH 23 (4-6066488) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/605/GCF_000507605.1_Esch_coli_HVH_23_4-6066488_V1/GCF_000507605.1_Esch_coli_HVH_23_4-6066488_V1_genomic.fna.gz,GCF_000507605.1.fasta.gz,6469f5b632d503aad849385404166f52
289,refseq-NZ-1280976-PRJNA224116-SAMN01885688-GCF_000456365.1-.-Escherichia_coli_HVH_25_4_5851939_.fna,54331,GCF_000456365.1,Escherichia coli HVH 25 (4-5851939) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/456/365/GCF_000456365.1_Esch_coli_HVH_25_4-5851939_V1/GCF_000456365.1_Esch_coli_HVH_25_4-5851939_V1_genomic.fna.gz,GCF_000456365.1.fasta.gz,bab53736b78c4c4286e68d17a6f1d6c0
290,refseq-NZ-1280978-PRJNA224116-SAMN01885690-GCF_000456405.1-.-Escherichia_coli_HVH_27_4_7449267_.fna,54351,GCF_000456405.1,Escherichia coli HVH 27 (4-7449267) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/456/405/GCF_000456405.1_Esch_coli_HVH_27_4-7449267_V1/GCF_000456405.1_Esch_coli_HVH_27_4-7449267_V1_genomic.fna.gz,GCF_000456405.1.fasta.gz,17a93a3c80e86cc1ffc72293b38128bb
291,refseq-NZ-1280995-PRJNA224116-SAMN01885707-GCF_000456725.1-.-Escherichia_coli_HVH_45_4_3129918_.fna,54511,GCF_000456725.1,Escherichia coli HVH 45 (4-3129918) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/456/725/GCF_000456725.1_Esch_coli_HVH_45_4-3129918_V1/GCF_000456725.1_Esch_coli_HVH_45_4-3129918_V1_genomic.fna.gz,GCF_000456725.1.fasta.gz,b296f9fb55c9579ea09aa0db1a3c86c8
292,refseq-NZ-1281028-PRJNA224116-SAMN01885740-GCF_000457305.1-.-Escherichia_coli_HVH_91_4_4638751_.fna,69751,GCF_000457305.1,Escherichia coli HVH 91 (4-4638751) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/457/305/GCF_000457305.1_Esch_coli_HVH_91_4-4638751_V1/GCF_000457305.1_Esch_coli_HVH_91_4-4638751_V1_genomic.fna.gz,GCF_000457305.1.fasta.gz,208819c53406b29144f26f3098be44ff
293,refseq-NZ-1281062-PRJNA224116-SAMN01885774-GCF_000457855.1-.-Escherichia_coli_HVH_127_4_7303629_.fna,55041,GCF_000457855.1,Escherichia coli HVH 127 (4-7303629) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/457/855/GCF_000457855.1_Esch_coli_HVH_127_4-7303629_V1/GCF_000457855.1_Esch_coli_HVH_127_4-7303629_V1_genomic.fna.gz,GCF_000457855.1.fasta.gz,3e828b95a47fd346d9f4d80d1983d170
294,refseq-NZ-1281064-PRJNA224116-SAMN01885776-GCF_000457895.1-.-Escherichia_coli_HVH_130_4_7036876_.fna,55061,GCF_000457895.1,Escherichia coli HVH 130 (4-7036876) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/457/895/GCF_000457895.1_Esch_coli_HVH_130_4-7036876_V1/GCF_000457895.1_Esch_coli_HVH_130_4-7036876_V1_genomic.fna.gz,GCF_000457895.1.fasta.gz,ddbde2f14c071b6b04b033e7b5c3a8e0
295,refseq-NZ-1281085-PRJNA224116-SAMN01885797-GCF_000495035.1-.-Escherichia_coli_HVH_152_4_3447545_.fna,79431,GCF_000495035.1,Escherichia coli HVH 152 (4-3447545) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/035/GCF_000495035.1_Esch_coli_HVH_152_4-3447545_V1/GCF_000495035.1_Esch_coli_HVH_152_4-3447545_V1_genomic.fna.gz,GCF_000495035.1.fasta.gz,07dbe892dc872b67cc5fe12ab0420a31
296,refseq-NZ-1281087-PRJNA224116-SAMN01885799-GCF_000458295.1-.-Escherichia_coli_HVH_154_4_5636698_.fna,55261,GCF_000458295.1,Escherichia coli HVH 154 (4-5636698) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/458/295/GCF_000458295.1_Esch_coli_HVH_154_4-5636698_V1/GCF_000458295.1_Esch_coli_HVH_154_4-5636698_V1_genomic.fna.gz,GCF_000458295.1.fasta.gz,c429a3f7b8ef12358c19c5e0d56c65e0
297,refseq-NZ-1281108-PRJNA224116-SAMN01885820-GCF_000458685.1-.-Escherichia_coli_HVH_180_4_3051617_.fna,55461,GCF_000458685.1,Escherichia coli HVH 180 (4-3051617) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/458/685/GCF_000458685.1_Esch_coli_HVH_180_4-3051617_V1/GCF_000458685.1_Esch_coli_HVH_180_4-3051617_V1_genomic.fna.gz,GCF_000458685.1.fasta.gz,fc5bee1b38c04b523c59003067cbfd21
298,refseq-NZ-1281123-PRJNA224116-SAMN01885835-GCF_000458975.1-.-Escherichia_coli_HVH_196_4_4530470_.fna,55601,GCF_000458975.1,Escherichia coli HVH 196 (4-4530470) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/458/975/GCF_000458975.1_Esch_coli_HVH_196_4-4530470_V1/GCF_000458975.1_Esch_coli_HVH_196_4-4530470_V1_genomic.fna.gz,GCF_000458975.1.fasta.gz,8716df9ed4e5de55b95aa11c56e736b2
299,refseq-NZ-1281141-PRJNA224116-SAMN01885853-GCF_000507665.1-.-Escherichia_coli_HVH_214_4_3062198_.fna,86621,GCF_000507665.1,Escherichia coli HVH 214 (4-3062198) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/665/GCF_000507665.1_Esch_coli_HVH_214_4-3062198_V1/GCF_000507665.1_Esch_coli_HVH_214_4-3062198_V1_genomic.fna.gz,GCF_000507665.1.fasta.gz,b723f3de3b074eda0de5368aa5884340
300,refseq-NZ-1281149-PRJNA224116-SAMN01885861-GCF_000459475.1-.-Escherichia_coli_HVH_223_4_2976528_.fna,55851,GCF_000459475.1,Escherichia coli HVH 223 (4-2976528) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/459/475/GCF_000459475.1_Esch_coli_HVH_223_4-2976528_V1/GCF_000459475.1_Esch_coli_HVH_223_4-2976528_V1_genomic.fna.gz,GCF_000459475.1.fasta.gz,aec055a0394ebdc8a4d5a75374e7c0a4
301,refseq-NZ-1281156-PRJNA224116-SAMN01885868-GCF_000459615.1-.-Escherichia_coli_KOEGE_30_63a_.fna,55921,GCF_000459615.1,Escherichia coli KOEGE 30 (63a) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/459/615/GCF_000459615.1_Esch_coli_KOEGE_30_63a_V1/GCF_000459615.1_Esch_coli_KOEGE_30_63a_V1_genomic.fna.gz,GCF_000459615.1.fasta.gz,05f7b9af747b677f3c56b297050cca1e
302,refseq-NZ-1281166-PRJNA224116-SAMN01885878-GCF_000459815.1-.-Escherichia_coli_KOEGE_68_182a_.fna,56021,GCF_000459815.1,Escherichia coli KOEGE 68 (182a) (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/459/815/GCF_000459815.1_Esch_coli_KOEGE_68_182a_V1/GCF_000459815.1_Esch_coli_KOEGE_68_182a_V1_genomic.fna.gz,GCF_000459815.1.fasta.gz,1313bccf2760dd6f0fe40f68370846f8
303,refseq-NZ-1281183-PRJNA224116-SAMN01885895-GCF_000460155.1-.-Escherichia_coli_UMEA_3108_1.fna,56191,GCF_000460155.1,Escherichia coli UMEA 3108-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/460/155/GCF_000460155.1_Esch_coli_UMEA_3108-1_V1/GCF_000460155.1_Esch_coli_UMEA_3108-1_V1_genomic.fna.gz,GCF_000460155.1.fasta.gz,9c02ab857d348c5682b07dd57e47ce65
304,refseq-NZ-1281187-PRJNA224116-SAMN01885899-GCF_000460235.1-.-Escherichia_coli_UMEA_3122_1.fna,56231,GCF_000460235.1,Escherichia coli UMEA 3122-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/460/235/GCF_000460235.1_Esch_coli_UMEA_3122-1_V1/GCF_000460235.1_Esch_coli_UMEA_3122-1_V1_genomic.fna.gz,GCF_000460235.1.fasta.gz,26eb217324b59f9376fad42453a99204
305,refseq-NZ-1281188-PRJNA224116-SAMN01885900-GCF_000460255.1-.-Escherichia_coli_UMEA_3124_1.fna,56241,GCF_000460255.1,Escherichia coli UMEA 3124-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/460/255/GCF_000460255.1_Esch_coli_UMEA_3124-1_V1/GCF_000460255.1_Esch_coli_UMEA_3124-1_V1_genomic.fna.gz,GCF_000460255.1.fasta.gz,4f11280e4c5f7e3c05ef532bb315d750
306,refseq-NZ-1281212-PRJNA224116-SAMN01885924-GCF_000460715.1-.-Escherichia_coli_UMEA_3199_1.fna,56471,GCF_000460715.1,Escherichia coli UMEA 3199-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/460/715/GCF_000460715.1_Esch_coli_UMEA_3199-1_V1/GCF_000460715.1_Esch_coli_UMEA_3199-1_V1_genomic.fna.gz,GCF_000460715.1.fasta.gz,295cce9b76067500c95433f6a140ee50
307,refseq-NZ-1281214-PRJNA224116-SAMN01885926-GCF_000460755.1-.-Escherichia_coli_UMEA_3201_1.fna,56491,GCF_000460755.1,Escherichia coli UMEA 3201-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/460/755/GCF_000460755.1_Esch_coli_UMEA_3201-1_V1/GCF_000460755.1_Esch_coli_UMEA_3201-1_V1_genomic.fna.gz,GCF_000460755.1.fasta.gz,c1bf48594d81d7b86f49b743b2cd03c4
308,refseq-NZ-1281215-PRJNA224116-SAMN01885927-GCF_000460775.1-.-Escherichia_coli_UMEA_3203_1.fna,56501,GCF_000460775.1,Escherichia coli UMEA 3203-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/460/775/GCF_000460775.1_Esch_coli_UMEA_3203-1_V1/GCF_000460775.1_Esch_coli_UMEA_3203-1_V1_genomic.fna.gz,GCF_000460775.1.fasta.gz,8e582c6e89c769b99f3e26c867d3c6da
309,refseq-NZ-1281234-PRJNA224116-SAMN01885946-GCF_000488095.1-.-Escherichia_coli_UMEA_3290_1.fna,75641,GCF_000488095.1,Escherichia coli UMEA 3290-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/488/095/GCF_000488095.1_Esch_coli_UMEA_3290-1_V1/GCF_000488095.1_Esch_coli_UMEA_3290-1_V1_genomic.fna.gz,GCF_000488095.1.fasta.gz,4fa5f3263bcaa211583afaaeadd9c3f0
310,refseq-NZ-1281236-PRJNA224116-SAMN01885948-GCF_000461155.1-.-Escherichia_coli_UMEA_3298_1.fna,56691,GCF_000461155.1,Escherichia coli UMEA 3298-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/461/155/GCF_000461155.1_Esch_coli_UMEA_3298-1_V1/GCF_000461155.1_Esch_coli_UMEA_3298-1_V1_genomic.fna.gz,GCF_000461155.1.fasta.gz,7b4f75cbb42b98ad78cefac1c5fd5b1b
311,refseq-NZ-1281239-PRJNA224116-SAMN01885951-GCF_000461215.1-.-Escherichia_coli_UMEA_3317_1.fna,56721,GCF_000461215.1,Escherichia coli UMEA 3317-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/461/215/GCF_000461215.1_Esch_coli_UMEA_3317-1_V1/GCF_000461215.1_Esch_coli_UMEA_3317-1_V1_genomic.fna.gz,GCF_000461215.1.fasta.gz,0abac86528dc734dd7b7e6956c758158
312,refseq-NZ-1281241-PRJNA224116-SAMN01885953-GCF_000488135.1-.-Escherichia_coli_UMEA_3323_1.fna,75661,GCF_000488135.1,Escherichia coli UMEA 3323-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/488/135/GCF_000488135.1_Esch_coli_UMEA_3323-1_V1/GCF_000488135.1_Esch_coli_UMEA_3323-1_V1_genomic.fna.gz,GCF_000488135.1.fasta.gz,e5fc46407cdcd967861abae0e5f8c0f3
313,refseq-NZ-1281244-PRJNA224116-SAMN01885956-GCF_000461275.1-.-Escherichia_coli_UMEA_3337_1.fna,56751,GCF_000461275.1,Escherichia coli UMEA 3337-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/461/275/GCF_000461275.1_Esch_coli_UMEA_3337-1_V1/GCF_000461275.1_Esch_coli_UMEA_3337-1_V1_genomic.fna.gz,GCF_000461275.1.fasta.gz,493241d99e45b51e9cb4bd755144f62a
314,refseq-NZ-1281258-PRJNA224116-SAMN01885970-GCF_000461475.1-.-Escherichia_coli_UMEA_3656_1.fna,56851,GCF_000461475.1,Escherichia coli UMEA 3656-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/461/475/GCF_000461475.1_Esch_coli_UMEA_3656-1_V1/GCF_000461475.1_Esch_coli_UMEA_3656-1_V1_genomic.fna.gz,GCF_000461475.1.fasta.gz,faef1bfa9f6757d784e7dc28cc4c924a
315,refseq-NZ-1281270-PRJNA224116-SAMN01885982-GCF_000461695.1-.-Escherichia_coli_UMEA_3805_1.fna,56961,GCF_000461695.1,Escherichia coli UMEA 3805-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/461/695/GCF_000461695.1_Esch_coli_UMEA_3805-1_V1/GCF_000461695.1_Esch_coli_UMEA_3805-1_V1_genomic.fna.gz,GCF_000461695.1.fasta.gz,8f455d295291aa0a877e9c13e1cda3af
316,refseq-NZ-1281278-PRJNA224116-SAMN01885990-GCF_000461855.1-.-Escherichia_coli_UMEA_4076_1.fna,57041,GCF_000461855.1,Escherichia coli UMEA 4076-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/461/855/GCF_000461855.1_Esch_coli_UMEA_4076-1_V1/GCF_000461855.1_Esch_coli_UMEA_4076-1_V1_genomic.fna.gz,GCF_000461855.1.fasta.gz,d1171511ba77d1a060966174430b819a
